,ZCTA5,insurance_access,ARTHRITIS_CrudePrev,DRINKING,BPHIGH_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,COPD_CrudePrev,HIGHCHOL_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,OBESITY_CrudePrev,STROKE_CrudePrev
13056,46118,10.7,25.5,17.1,34.5,7.5,9.5,6.0,7.8,35.0,19.5,10.3,31.7,3.1
13057,52069,10.2,28.5,22.7,34.0,8.1,8.6,7.0,7.2,34.5,18.9,10.7,36.1,3.6
13058,32096,23.8,32.3,16.2,42.8,8.0,10.4,9.3,13.0,37.8,26.6,15.6,37.2,5.5
13059,34208,29.5,26.6,17.4,34.7,6.7,9.9,7.5,9.9,31.2,21.4,13.4,33.5,4.4
13060,36511,17.2,29.3,18.3,34.9,7.3,8.8,6.7,8.0,34.4,20.0,10.4,29.6,3.4
13061,36913,15.0,45.9,10.8,51.4,10.2,10.5,10.4,13.3,43.9,22.2,17.7,37.8,5.7
13062,37059,17.9,29.8,14.1,38.0,7.4,10.0,6.9,10.0,34.8,23.4,12.3,35.6,3.6
13063,31721,17.6,26.7,16.2,38.6,7.2,9.4,6.0,6.8,34.2,16.6,12.4,31.8,3.8
13064,35805,27.1,30.3,13.8,41.0,5.3,12.0,7.8,10.6,30.9,26.7,15.0,40.8,4.7
13065,43950,11.9,29.4,17.4,32.3,7.9,9.4,6.8,8.5,33.3,22.7,10.6,35.0,3.4
13066,32087,27.6,24.1,21.3,37.4,5.2,9.8,6.4,10.0,29.6,29.9,12.3,37.3,4.0
13067,43357,9.9,31.6,17.6,35.0,8.5,9.6,6.9,8.7,32.7,20.7,10.7,35.9,3.4
13068,54546,11.8,32.9,20.2,36.2,8.8,10.1,8.0,8.1,35.9,19.5,11.0,36.1,4.1
13069,52738,16.6,23.9,20.0,31.4,6.9,8.3,6.4,6.5,32.1,18.3,11.2,34.1,3.3
13070,35023,16.2,31.0,16.0,38.9,7.4,9.5,7.1,8.7,33.3,20.2,12.5,33.0,4.0
13071,44133,8.3,27.1,19.3,28.8,7.8,9.9,5.8,6.9,31.4,17.9,8.6,30.6,2.9
13072,46998,11.1,25.5,16.8,31.7,7.7,10.1,5.8,8.0,31.9,20.1,10.0,34.8,3.2
13073,46930,13.7,33.5,13.5,44.0,9.2,10.9,9.7,12.5,38.9,24.4,15.4,40.3,4.9
13074,44822,12.7,30.8,16.9,34.8,7.3,10.5,7.3,10.1,31.5,25.6,11.9,39.3,3.6
13075,53523,8.4,28.3,22.1,30.1,7.9,9.3,5.4,5.3,34.2,14.9,7.9,33.7,2.8
13076,53803,11.3,29.6,21.3,33.3,7.9,10.0,6.7,7.2,35.4,19.6,9.8,37.7,3.5
13077,35401,18.3,21.0,17.4,32.5,3.6,12.0,4.9,7.0,22.6,20.6,10.8,36.0,3.7
13078,48317,11.1,26.7,22.0,29.5,6.5,10.6,5.0,6.9,32.4,19.2,8.5,34.4,2.6
13079,31620,26.3,29.1,15.0,41.0,6.9,10.4,8.0,10.1,36.1,24.4,14.7,39.5,4.7
13080,54204,10.3,29.4,22.0,32.0,7.8,9.7,6.3,6.6,35.2,18.2,9.5,34.0,3.3
13081,46016,21.4,30.4,14.5,40.8,6.2,13.5,8.5,13.2,32.4,32.3,16.5,46.3,5.2
13082,38052,19.7,33.5,12.5,42.9,8.0,10.6,9.0,12.2,37.8,25.1,15.3,41.1,4.7
13083,39116,20.2,30.0,14.8,40.5,7.1,10.2,7.2,9.3,37.3,22.2,11.8,39.7,4.0
13084,54741,13.3,30.7,21.3,34.5,7.8,10.5,7.4,8.2,36.3,21.7,10.6,36.0,3.9
13085,49331,9.8,28.0,22.2,30.2,7.2,10.2,5.3,7.0,32.2,18.5,8.8,33.4,2.8
13086,36083,19.4,35.6,10.7,52.3,6.4,11.9,8.3,9.4,34.0,21.7,20.6,40.9,6.6
13087,47930,10.4,23.9,18.5,30.6,6.8,9.5,5.4,7.0,33.5,17.8,9.4,31.6,2.8
13088,49676,11.7,35.8,17.1,38.4,9.0,10.6,8.3,10.4,39.7,21.7,12.5,36.9,4.1
13089,49248,12.2,32.3,19.6,34.0,7.8,10.8,7.0,9.2,33.3,22.0,10.5,39.6,3.5
13090,56087,10.7,27.0,20.2,34.6,9.8,8.7,8.2,7.0,34.0,17.5,10.9,34.3,4.1
13091,48471,13.5,34.5,17.5,37.2,8.5,11.2,8.3,10.8,37.2,22.3,12.4,40.1,4.2
13092,35744,17.6,36.6,14.3,43.0,7.6,10.3,8.4,11.4,38.3,25.0,14.0,39.8,4.5
13093,35647,12.9,32.5,15.8,38.2,7.6,9.1,6.3,7.8,36.4,19.5,10.6,31.5,3.3
13094,45160,11.4,31.7,16.0,36.8,8.5,10.6,7.6,10.6,34.0,24.4,12.3,37.6,3.9
13095,53074,9.4,25.4,24.3,29.2,7.5,9.3,5.3,5.2,33.3,15.3,7.6,33.5,2.7
13096,36852,15.9,33.7,14.4,41.0,6.8,10.3,7.2,9.6,36.0,23.6,13.0,36.1,4.1
13097,44512,10.0,32.7,17.4,34.0,8.5,9.9,7.5,8.5,33.2,19.7,11.8,36.0,3.7
13098,43036,11.9,29.5,18.7,31.3,6.6,11.2,6.2,9.5,30.0,26.2,10.6,39.9,3.2
13099,40456,12.2,37.4,13.1,43.7,7.7,10.8,9.0,12.8,38.0,28.4,14.1,40.7,4.5
13100,55814,14.0,16.2,28.3,28.9,3.9,6.7,4.6,3.9,26.1,21.6,8.7,38.8,2.4
13101,56354,9.8,26.8,21.3,33.2,9.0,8.7,7.4,6.7,31.9,18.2,10.6,32.4,3.7
13102,33579,20.5,18.1,21.1,25.7,4.9,8.4,3.7,5.5,26.0,17.8,8.0,28.8,2.3
13103,47711,13.6,26.8,18.0,35.9,7.5,10.3,7.0,9.4,35.6,23.2,11.9,35.7,3.7
13104,47223,13.8,26.5,16.4,35.6,6.9,10.2,6.8,9.5,34.1,24.9,12.0,39.8,3.5
13105,49796,9.6,36.8,16.9,40.7,10.3,10.1,9.4,10.2,41.2,17.5,12.6,34.4,4.5
13106,39652,23.5,31.9,11.7,48.9,7.0,11.4,8.6,10.0,37.7,23.2,17.6,46.8,5.7
13107,37317,18.8,37.4,11.7,45.2,9.0,10.3,10.1,13.5,41.0,24.9,16.0,37.7,5.0
13108,50042,10.0,29.1,20.8,35.4,8.3,8.6,7.8,7.5,34.3,18.8,11.1,35.1,3.8
13109,51443,9.0,28.3,21.9,33.0,8.0,8.1,6.2,6.4,33.8,18.2,9.9,36.5,3.2
13110,56063,9.0,22.2,23.5,29.7,7.3,9.0,5.6,5.4,30.2,16.8,8.5,32.4,2.9
13111,48838,12.6,31.1,19.6,33.3,7.7,11.0,6.8,9.1,33.0,22.1,10.5,39.6,3.5
13112,49066,11.7,31.8,18.6,34.6,8.7,10.4,7.3,9.1,36.6,20.0,10.9,35.1,3.7
13113,36604,15.2,28.8,15.2,40.2,6.1,9.6,6.1,7.2,33.4,19.1,13.3,36.7,4.0
13114,54455,9.5,26.4,23.8,28.2,7.3,9.3,5.0,5.2,32.8,16.5,7.4,32.3,2.7
13115,36470,18.0,39.2,11.4,50.9,7.8,11.1,9.0,11.1,38.4,23.2,19.7,42.2,6.2
13116,34275,14.3,32.4,15.1,39.2,12.1,7.8,9.6,10.3,36.1,15.4,12.7,26.4,4.7
13117,37877,17.4,31.6,14.0,40.0,8.0,10.0,7.5,10.5,37.7,23.2,12.8,36.3,3.8
13118,50158,15.2,29.4,18.9,34.1,8.2,8.7,7.6,7.6,35.0,19.1,11.3,41.2,3.8
13119,51058,9.7,31.8,18.4,37.8,9.5,8.4,8.1,7.9,36.6,18.3,12.1,36.1,4.2
13120,33042,14.4,26.0,21.9,32.4,8.9,7.5,6.8,7.7,34.9,16.6,9.9,28.0,3.3
13121,52630,9.6,29.5,20.5,35.5,8.1,8.6,7.1,7.3,34.5,19.3,11.2,35.3,3.5
13122,33567,29.1,23.7,18.5,32.4,6.0,9.4,6.5,9.4,30.4,22.9,11.6,31.8,3.8
13123,52031,9.0,28.7,22.4,33.9,8.7,8.2,7.0,6.6,34.2,16.2,10.3,34.1,3.5
13124,31833,23.5,30.0,15.1,43.0,7.1,10.5,8.0,9.7,35.0,23.2,15.9,38.5,5.0
13125,49115,8.6,38.9,14.2,41.4,11.5,9.5,9.1,9.6,42.0,14.6,13.1,34.0,4.4
13126,41526,10.4,34.7,14.1,40.8,7.4,10.0,7.4,10.5,37.4,24.6,12.3,38.8,3.6
13127,54521,10.1,34.5,19.4,38.0,9.6,9.4,8.1,7.5,37.9,16.7,11.2,36.8,4.0
13128,36560,21.1,35.0,13.2,47.7,6.9,11.5,9.1,11.6,37.0,29.3,19.4,42.1,6.3
13129,41649,13.0,41.8,12.1,47.4,8.1,11.7,10.6,15.6,42.6,31.6,16.3,41.5,5.3
13130,41311,15.9,38.2,12.7,47.4,7.2,12.0,11.0,16.6,38.8,36.1,16.8,43.3,5.5
13131,49968,11.3,38.7,15.5,42.1,10.4,10.6,10.1,11.4,40.7,20.1,13.9,38.2,4.9
13132,45169,13.0,32.6,17.0,36.1,7.7,10.9,8.2,11.4,32.6,27.6,13.0,41.0,4.1
13133,51041,8.5,20.2,22.5,27.3,6.8,8.1,5.0,4.6,28.9,13.0,7.6,29.7,2.5
13134,44044,12.5,26.3,20.7,31.7,6.3,9.7,5.7,7.8,30.2,23.5,10.4,38.9,3.0
13135,38229,20.3,31.6,12.6,40.1,7.6,10.5,8.7,12.5,37.4,26.5,14.0,40.4,4.4
13136,49326,11.9,31.0,20.8,33.7,7.6,10.7,6.6,9.0,34.5,21.9,10.7,36.8,3.4
13137,47871,11.0,24.0,19.9,28.6,7.0,9.5,5.7,7.3,31.5,19.8,9.2,33.7,2.9
13138,49117,9.2,34.8,15.9,37.2,9.7,10.0,7.9,8.8,39.6,15.7,11.8,34.9,3.9
13139,36005,16.1,38.1,12.8,47.6,8.3,10.0,8.6,10.2,39.6,20.8,15.8,35.6,5.0
13140,41041,11.8,37.0,14.0,43.2,8.1,10.5,9.2,12.4,38.4,27.1,14.1,38.7,4.6
13141,44060,9.2,29.5,17.2,32.3,8.3,9.8,6.5,8.1,33.2,19.2,10.6,33.6,3.2
13142,51656,10.2,28.2,20.6,35.0,7.8,8.3,6.8,6.9,35.3,19.5,11.4,38.0,3.4
13143,53149,8.5,25.0,24.7,26.9,7.1,8.9,4.6,4.6,31.9,14.7,7.3,31.8,2.4
13144,35130,17.5,35.8,14.5,41.5,7.9,10.0,8.5,11.3,36.2,25.0,13.5,34.2,4.5
13145,50651,8.7,27.4,21.3,34.1,8.3,8.4,6.8,6.6,33.0,18.5,10.3,36.4,3.5
13146,48607,21.6,36.7,12.8,50.5,6.7,13.6,10.2,12.4,36.8,28.3,22.7,53.5,7.3
13147,53021,9.9,24.7,25.9,28.4,6.8,9.3,4.8,5.2,32.5,17.3,7.4,34.8,2.5
13148,45051,5.3,56.9,2.4,56.9,23.3,8.1,15.0,14.4,43.1,5.3,17.3,19.9,8.5
13149,35071,13.0,31.4,16.1,36.4,8.4,8.9,6.7,8.0,34.0,16.7,10.9,29.3,3.6
13150,38950,26.7,40.2,9.1,59.5,8.2,12.5,13.2,15.4,44.4,27.9,25.1,48.3,8.8
13151,37723,20.5,35.6,12.0,43.4,8.3,10.5,9.1,13.4,39.9,28.1,15.0,36.0,4.6
13152,44445,11.5,31.9,17.8,34.6,7.7,10.2,7.0,9.8,31.6,24.3,11.7,37.2,3.6
13153,49952,10.2,32.5,19.9,35.4,8.3,10.1,7.4,8.6,36.4,19.1,11.3,35.4,3.6
13154,38126,32.4,32.8,10.3,52.8,4.8,14.4,9.7,14.8,31.9,34.2,24.3,51.5,8.3
13155,32180,31.7,27.1,19.1,35.0,6.8,9.0,8.0,11.1,34.9,25.5,14.2,32.2,4.4
13156,43338,11.8,31.8,17.1,35.7,7.8,10.4,7.4,10.0,32.2,23.9,11.8,40.4,3.7
13157,33127,38.0,23.4,15.1,40.0,5.1,10.6,7.7,9.8,30.1,22.4,18.8,37.0,5.8
13158,32948,45.9,20.1,17.6,29.2,4.4,9.1,6.4,9.2,29.8,25.2,13.2,35.9,3.6
13159,54658,9.5,30.7,21.6,33.0,8.2,9.4,6.4,6.5,35.2,16.6,9.4,33.7,3.3
13160,48601,20.6,34.6,13.8,45.3,6.6,13.9,8.7,11.5,34.5,27.3,19.2,51.1,6.2
13161,51544,9.9,30.5,19.9,35.7,8.1,8.5,7.1,7.4,36.6,19.8,11.4,37.3,3.6
13162,52246,9.1,16.7,24.3,21.7,4.6,8.1,3.9,3.9,22.3,13.1,6.3,25.0,2.1
13163,37205,9.0,27.7,16.9,32.1,8.9,8.2,5.7,5.6,34.5,10.1,9.0,26.0,2.7
13164,40049,11.2,65.9,2.5,67.3,22.8,8.9,19.8,20.2,52.4,9.3,22.8,28.1,10.6
13165,33445,18.8,28.3,15.5,37.5,10.2,8.1,8.6,8.8,34.6,13.7,12.1,24.7,4.6
13166,52653,11.7,27.1,20.3,33.7,8.0,8.8,7.1,7.4,33.0,19.8,11.1,33.8,3.7
13167,46390,12.0,26.3,17.7,35.5,7.3,10.0,6.5,8.8,34.6,24.0,11.2,35.1,3.3
13168,55790,8.7,33.0,17.0,39.0,9.9,9.1,9.0,7.8,38.0,18.0,12.9,35.3,4.4
13169,31775,36.1,26.6,15.9,36.1,6.0,10.1,8.0,10.3,33.4,25.9,14.3,36.9,4.3
13170,44809,11.1,29.0,19.6,33.4,7.4,9.6,6.5,8.4,30.4,22.2,10.6,37.0,3.3
13171,35550,17.9,38.2,12.9,43.8,7.9,10.3,9.2,12.3,36.2,26.7,14.3,36.7,4.9
13172,53924,12.3,31.4,20.1,35.7,8.1,10.1,7.8,8.1,35.0,20.4,11.1,37.7,4.0
13173,54114,11.2,35.2,18.3,39.5,10.0,9.7,8.8,8.5,40.3,18.4,11.9,36.7,4.4
13174,50625,11.5,33.4,17.6,40.2,9.7,8.7,9.5,9.3,37.0,19.2,13.3,37.5,4.8
13175,51249,11.6,30.2,19.6,35.6,8.9,8.4,7.7,7.4,34.6,17.2,11.3,35.8,3.9
13176,41075,6.8,31.1,16.3,36.0,8.1,8.9,6.3,6.9,35.9,16.3,9.6,33.3,3.0
13177,53579,11.2,27.9,24.0,30.3,7.3,9.7,5.7,6.2,33.9,18.5,8.6,39.5,3.0
13178,55389,10.5,24.3,23.3,30.3,7.9,8.7,6.2,5.8,30.9,18.2,9.0,34.5,3.1
13179,30601,27.8,19.9,18.8,32.5,3.8,11.5,5.5,7.5,24.0,22.5,12.2,37.1,3.9
13180,32226,17.8,21.9,19.7,30.3,6.5,8.8,5.0,7.2,30.7,19.2,8.8,30.7,2.9
13181,38505,20.5,6.1,19.7,14.3,0.7,12.6,1.2,3.9,10.6,19.0,1.9,27.7,0.7
13182,44202,7.7,29.8,17.1,33.1,8.7,9.1,6.2,7.0,33.0,15.7,10.2,33.7,3.1
13183,42371,10.2,37.1,14.2,44.4,8.5,9.9,9.1,11.2,38.6,23.7,13.8,38.1,4.3
13184,48130,7.1,24.1,19.7,25.0,7.4,9.3,4.8,5.5,30.9,13.2,7.2,28.5,2.4
13185,30338,13.3,19.7,19.1,27.0,7.1,7.3,4.3,4.0,29.8,9.4,7.3,24.1,2.2
13186,34215,15.6,40.0,13.0,45.6,12.3,8.5,12.4,13.5,42.6,16.6,16.4,29.5,5.8
13187,49627,8.1,44.2,11.8,47.0,13.6,9.6,10.7,10.7,44.6,14.7,14.7,32.2,5.1
13188,56318,10.9,27.4,21.2,33.4,8.5,9.1,7.4,7.0,33.4,19.0,10.6,36.0,3.7
13189,45032,9.0,27.0,20.2,28.4,7.0,9.6,5.2,7.1,30.4,19.8,8.9,33.7,2.6
13190,32063,19.0,25.8,20.9,33.3,7.0,9.1,6.0,8.6,31.5,21.9,10.1,30.8,3.3
13191,32579,16.3,29.4,16.9,36.1,8.7,8.5,6.9,8.4,35.0,15.8,10.8,26.1,3.7
13192,39824,27.0,34.7,13.0,47.2,7.7,11.0,11.2,13.7,38.8,28.3,19.0,41.5,6.4
13193,50841,9.9,31.0,19.2,37.5,9.1,8.5,8.0,7.8,36.2,18.3,12.0,37.5,4.1
13194,56237,11.4,27.3,19.5,36.1,9.1,9.2,8.1,7.6,33.4,20.1,11.5,36.6,4.1
13195,52225,10.5,30.0,19.0,37.1,8.6,8.4,8.0,8.0,37.1,19.3,11.9,37.1,4.0
13196,48744,13.3,35.2,18.4,38.4,8.4,11.2,8.6,11.5,36.6,25.1,12.8,42.0,4.3
13197,41604,13.8,39.3,13.0,45.1,7.3,11.8,9.7,14.9,41.9,32.4,15.1,40.9,4.9
13198,35760,16.0,33.4,15.8,38.4,7.3,10.3,7.4,9.6,35.7,22.7,11.8,33.3,3.8
13199,38929,19.9,31.7,12.4,47.3,7.8,10.1,7.9,8.9,40.4,20.2,15.8,41.7,5.1
13200,45662,15.0,33.7,14.8,38.8,7.9,12.0,9.7,13.3,35.9,29.5,14.6,39.8,4.9
13201,33872,19.9,35.4,12.7,44.6,12.3,8.0,11.7,11.9,40.8,15.6,16.1,27.1,5.7
13202,37144,17.3,31.0,13.9,37.8,7.7,9.7,7.1,9.9,36.7,23.1,12.4,35.9,3.7
13203,37774,17.1,37.6,11.4,45.3,10.4,9.3,9.3,11.1,43.2,19.7,15.1,36.6,4.5
13204,31094,22.1,30.1,15.0,43.1,7.5,10.2,7.6,9.0,36.0,21.2,15.5,38.5,4.8
13205,33324,18.5,21.9,19.7,27.6,7.0,7.6,5.2,6.2,30.4,13.6,9.4,26.7,2.9
13206,49659,13.4,33.7,17.7,37.2,7.9,11.3,7.9,10.7,36.3,25.1,12.2,37.3,4.0
13207,46982,14.1,28.1,15.3,36.6,7.3,10.6,7.5,10.3,34.8,24.0,12.3,37.5,3.8
13208,47955,12.9,27.6,17.2,35.1,7.5,10.2,6.9,9.2,33.4,23.0,11.4,34.8,3.5
13209,46214,15.2,23.8,18.2,33.2,5.9,10.4,5.7,7.1,29.5,18.5,10.9,32.4,3.3
13210,54927,8.7,27.0,23.5,28.5,7.5,9.1,5.2,5.2,34.4,16.2,7.9,32.4,2.7
13211,32113,25.2,31.8,16.7,41.1,7.8,10.2,9.5,13.4,35.0,27.6,14.7,37.1,5.2
13212,35614,17.5,33.3,15.0,40.0,6.9,9.9,7.1,9.6,37.3,24.0,12.1,34.9,3.8
13213,46130,10.9,27.2,15.8,34.5,7.4,9.7,6.4,8.1,35.6,20.4,10.9,36.1,3.2
13214,33715,10.4,34.1,14.7,41.9,12.7,7.5,9.3,8.9,42.4,11.4,12.1,25.5,4.4
13215,45140,8.4,24.8,19.9,28.8,6.8,9.2,4.9,6.4,29.8,18.1,8.6,32.8,2.5
13216,33020,26.8,23.1,18.4,32.1,5.9,8.8,6.2,8.3,30.7,20.0,12.7,33.2,3.8
13217,47635,13.7,30.0,15.3,37.8,8.1,10.3,8.2,10.9,35.2,24.2,13.2,34.5,4.2
13218,54648,15.0,28.7,21.2,31.1,6.9,10.0,6.5,7.2,32.7,20.2,9.6,36.4,3.4
13219,41183,9.8,39.4,13.3,43.5,8.6,10.6,9.1,11.6,38.5,23.8,14.2,41.3,4.4
13220,55042,7.8,19.8,23.6,27.2,7.1,8.6,4.7,4.3,30.2,13.2,7.7,30.1,2.5
13221,41408,13.9,36.6,13.2,43.0,7.1,11.4,9.7,14.1,37.7,32.4,14.3,38.9,4.7
13222,48219,16.9,31.8,14.8,44.9,5.9,14.3,7.6,10.1,33.1,25.6,17.4,48.9,5.9
13223,53097,6.9,20.5,26.0,24.1,6.4,9.0,3.9,3.5,30.2,10.3,6.0,28.5,2.0
13224,37682,15.5,7.1,20.2,11.7,1.2,12.0,1.1,2.8,12.0,13.5,2.0,19.6,0.6
13225,38850,21.2,30.5,13.4,43.5,7.1,10.4,7.7,9.3,37.5,22.5,14.0,41.4,4.7
13226,52076,9.7,28.8,19.8,36.2,8.7,8.3,7.6,7.1,35.5,18.0,11.0,37.0,3.8
13227,40831,13.8,41.4,11.4,49.3,8.5,11.6,11.6,16.4,40.8,30.5,17.6,44.5,6.0
13228,36701,18.8,36.7,11.9,50.2,6.9,11.3,8.4,10.0,36.5,22.5,17.9,45.7,5.7
13229,41390,15.7,35.9,13.8,42.9,5.8,11.3,9.3,15.0,38.1,37.2,15.2,45.9,4.6
13230,53070,9.8,29.0,21.4,31.2,8.0,9.2,5.9,5.8,33.3,15.8,8.6,37.7,3.0
13231,54082,8.3,26.4,24.2,28.4,7.2,9.0,4.9,4.9,32.5,15.1,7.6,34.8,2.5
13232,35034,23.9,29.1,16.1,44.7,5.0,10.2,6.7,8.7,32.7,28.7,14.1,46.0,4.4
13233,33305,15.7,24.5,20.0,31.3,7.9,7.1,6.4,7.1,34.9,14.5,10.2,27.4,3.3
13234,53213,8.1,25.7,25.4,25.8,7.0,9.0,4.2,4.1,31.4,13.2,6.8,30.5,2.3
13235,51566,11.1,31.0,18.9,38.4,8.8,8.8,8.4,8.6,35.4,20.3,12.3,36.3,4.3
13236,32976,17.8,42.5,10.4,50.7,14.7,8.1,14.6,15.5,45.0,16.6,18.4,28.6,7.1
13237,32221,22.0,23.1,18.2,33.6,6.3,9.5,5.7,8.3,30.8,21.9,10.7,33.3,3.5
13238,50702,11.6,25.1,21.7,32.8,7.3,9.0,6.5,6.7,30.8,20.0,10.1,36.8,3.4
13239,55960,7.7,20.2,21.3,24.5,7.0,8.5,4.6,4.2,31.8,13.4,7.5,30.0,2.3
13240,54627,10.7,29.5,22.2,33.1,8.0,9.5,6.5,6.7,35.4,18.3,9.4,36.6,3.3
13241,31699,24.3,3.8,31.3,10.5,0.7,9.0,0.9,1.8,9.9,11.8,1.5,20.6,0.5
13242,33438,36.5,30.4,14.7,41.7,7.3,10.6,11.1,15.5,36.2,28.4,18.3,34.7,6.4
13243,52208,11.0,30.0,19.2,35.9,8.3,8.9,8.0,8.2,34.2,20.2,11.8,36.7,4.1
13244,34476,19.0,35.2,13.8,43.8,12.0,8.2,10.4,10.8,39.9,16.0,14.0,30.0,5.1
13245,53002,10.3,26.1,25.8,28.9,6.7,9.3,5.0,5.4,31.3,17.6,7.5,35.7,2.6
13246,47362,14.9,30.0,16.0,39.1,7.9,10.5,8.2,10.8,35.9,24.9,12.9,38.3,4.2
13247,33701,17.3,25.6,19.9,34.9,7.7,8.9,6.9,8.2,32.6,17.8,10.8,29.9,3.8
13248,37820,18.0,30.9,14.1,40.1,7.4,10.3,7.7,10.8,36.5,24.0,13.0,38.8,3.9
13249,46747,12.1,28.5,16.6,35.2,7.9,9.8,6.9,9.0,35.2,22.2,11.5,35.0,3.5
13250,49777,8.5,38.9,15.6,40.6,11.2,9.6,8.9,9.3,43.1,15.7,12.6,36.2,4.1
13251,43917,11.7,33.7,16.2,39.1,9.0,10.4,8.7,11.2,34.6,25.1,13.2,37.6,4.4
13252,48177,9.4,25.6,23.9,28.4,6.9,10.3,4.5,6.3,29.5,17.4,7.3,32.5,2.4
13253,53546,11.1,25.8,22.9,29.2,7.2,9.4,5.7,5.8,31.3,16.9,8.2,35.2,2.9
13254,37854,19.1,35.1,12.3,43.8,8.6,10.6,9.4,12.9,39.4,26.1,15.3,36.9,4.8
13255,55703,9.0,27.4,20.8,32.6,7.9,9.0,6.7,6.3,32.8,19.0,9.9,34.5,3.4
13256,33823,22.9,28.5,16.5,37.1,7.8,9.7,8.1,11.1,36.5,21.3,13.0,35.8,4.4
13257,39425,19.9,32.5,14.1,43.7,7.5,10.4,8.6,10.8,40.6,24.0,14.2,42.4,4.6
13258,55020,8.1,16.2,25.8,24.0,5.5,8.4,3.5,3.6,27.0,14.2,6.0,29.8,1.9
13259,38256,16.7,38.4,10.7,47.4,10.2,10.0,10.8,13.3,43.1,23.8,17.2,36.5,5.2
13260,41010,11.8,35.8,14.3,42.4,7.2,10.6,8.3,12.0,37.2,29.1,13.4,38.9,4.1
13261,34289,20.3,24.4,19.9,30.5,8.1,8.5,6.6,8.7,29.6,19.4,10.2,27.7,3.5
13262,46366,14.1,28.8,15.6,36.7,7.7,10.4,7.6,10.1,34.8,23.6,12.5,38.3,3.9
13263,32330,35.9,22.6,16.6,35.6,5.5,9.6,6.3,8.6,28.3,21.1,14.9,39.7,4.2
